Date,Amount,Currency,Description,Category,Sub Category,Paid By
20/09/2025,2.09,GBP,OneBelow,Other,Miscellaneous,
20/09/2025,8.17,GBP,Starbucks,Food & Drinks,Take aways,
20/09/2025,9.14,GBP,SPAR,Food & Drinks,Grocery,
20/09/2025,7.80,GBP,South Bus,Transportation,Transport_Local,
21/09/2025,21.42,GBP,Exotic ,Food & Drinks,Grocery,
23/09/2025,10.00,GBP,ParentPay ,Food & Drinks,Grocery,
24/09/2025,7.14,GBP,SPAR,Food & Drinks,Grocery,
25/09/2025,16.00,GBP,D&B,Other,Miscellaneous,
25/09/2025,9.00,GBP,EE,Utility,Phone bill,
25/09/2025,3.38,GBP,SPAR,Food & Drinks,Grocery,
25/09/2025,3.39,GBP,Amazon,Housing,Household Product,
26/09/2025,4.84,GBP,SPAR,Food & Drinks,Grocery,
27/09/2025,12.96,GBP,Savers,Housing,Household Product,
27/09/2025,23.44,GBP,Bestfood,Food & Drinks,Grocery,
27/09/2025,16.00,GBP,Home,Housing,Household Product,
27/09/2025,4.00,GBP,Poundland ,Other,Shopping,
27/09/2025,49.38,GBP,Sainsbury,Food & Drinks,Grocery,
27/09/2025,27.08,GBP,BurgerKing,Food & Drinks,Eating Out,
27/09/2025,5.00,GBP,Farmers market ,Food & Drinks,Grocery,
27/09/2025,6.00,GBP,Bus,Transportation,Transport_Local,
28/09/2025,14.99,GBP,Petpuja,Food & Drinks,Eating Out,
28/09/2025,4.99,GBP,SPAR,Food & Drinks,Grocery,
28/09/2025,3.00,GBP,Chai Break,Food & Drinks,Eating Out,
28/09/2025,8.00,GBP,Ahar,Food & Drinks,Take aways,
28/09/2025,5.99,GBP,Petpuja,Food & Drinks,Eating Out,
28/09/2025,13.00,GBP,Chai Break,Food & Drinks,Take aways,
28/09/2025,6.99,GBP,TBL,Food & Drinks,Take aways,
28/09/2025,6.00,GBP,Bus,Transportation,Transport_Local,
28/09/2025,39.00,GBP,Taxi,Transportation,Transport_Local,
29/09/2025,12.99,GBP,Youtube,Entertainment,Subscription,
29/09/2025,81.57,GBP,Octopus ,Utility,Gas & Electricity,
29/09/2025,10.00,GBP,ParentPay ,Food & Drinks,Grocery,
30/09/2025,237.00,GBP,India a/c,Saving ,Saving,
01/10/2025,8.08,GBP,Amees Kitchen,Food & Drinks,Take aways,
02/10/2025,8.99,GBP,Amazon,Entertainment,Subscription,
02/10/2025,32.97,GBP,Briyani Mama,Food & Drinks,Eating Out,
02/10/2025,10.95,GBP,M&S,Food & Drinks,Take aways,
02/10/2025,6.00,GBP,Bus,Transportation,Transport_Local,
03/10/2025,10.00,GBP,ParentPay ,Food & Drinks,Grocery,
03/10/2025,3.25,GBP,Sainsbury,Food & Drinks,Grocery,
03/10/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
03/10/2025,2.00,GBP,Home,Housing,Household Product,
03/10/2025,15.55,GBP,Tariq Halal,Food & Drinks,Grocery,
03/10/2025,1.59,GBP,Google one,Entertainment,Subscription,
03/10/2025,4.95,GBP,Tesco,Housing,Household Product,
03/10/2025,65.00,GBP,Tesco,Food & Drinks,Grocery,
04/10/2025,26.80,GBP,Trainline,Transportation,Transport_Other,
04/10/2025,4.50,GBP,Bus,Transportation,Transport_Local,
04/10/2025,6.99,GBP,Amazon,Housing,Household Product,
04/10/2025,6.99,GBP,Subway,Food & Drinks,Take aways,
04/10/2025,3.65,GBP,Mavis,Food & Drinks,Take aways,
04/10/2025,27.82,GBP,Exotic,Food & Drinks,Grocery,
05/10/2025,5.99,GBP,Hoichoi,Entertainment,Subscription,
05/10/2025,9.19,GBP,SPAR,Food & Drinks,Grocery,
06/10/2025,1275.00,GBP,Rent,Housing,Rent,
07/10/2025,2.87,GBP,SPAR ,Food & Drinks,Grocery,
08/10/2025,2.95,GBP,Resume,Other,Miscellaneous,
09/10/2025,5.69,GBP,UP Store,Housing,Household Product,
09/10/2025,46.00,GBP,Sky,Utility,TV & Broadband,
09/10/2025,10.00,GBP,Parent pay,Food & Drinks,Grocery,
10/10/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
11/10/2025,8.84,GBP,Exotic,Food & Drinks,Grocery,
11/10/2025,80.88,GBP,Tesco,Food & Drinks,Grocery,
11/10/2025,8.00,GBP,Tesco,Housing,Household Product,
11/10/2025,3.25,GBP,Amees Kitchen,Food & Drinks,Take aways,
11/10/2025,2.49,GBP,Google one,Entertainment,Subscription,
12/10/2025,6.00,GBP,Tea,Food & Drinks,Take aways,
12/10/2025,28.25,GBP,Food,Food & Drinks,Take aways,
13/10/2025,15.00,GBP,Bus,Transportation,Transport_Local,
12/10/2025,15.00,GBP,Food,Food & Drinks,Eating Out,
13/10/2025,5.00,GBP,Amees,Food & Drinks,Take aways,
13/10/2025,6.68,GBP,SPAR,Food & Drinks,Grocery,
14/10/2025,68.00,GBP,Sky TV,Utility,TV & Broadband,
15/10/2025,19.95,GBP,Resume,Other,Miscellaneous,
15/10/2025,184.00,GBP,Council,Housing,Council Tax,
15/10/2025,15.00,GBP,TV license,Entertainment,Subscription,
15/10/2025,10.00,GBP,Parent pay,Food & Drinks,Grocery,
16/10/2025,5.34,GBP,SPAR,Food & Drinks,Grocery,
17/10/2025,3.90,GBP,Sainsbury ,Food & Drinks,Grocery,
17/10/2025,5.00,GBP,Amees Kitchen,Food & Drinks,Take aways,
18/10/2025,4.50,GBP,Bus,Transportation,Transport_Local,
18/10/2025,45.28,GBP,Exotic,Food & Drinks,Grocery,
18/10/2025,66.72,GBP,Tesco,Food & Drinks,Grocery,
18/10/2025,4.00,GBP,Tesco,Housing,Household Product,
18/10/2025,3.58,GBP,SPAR,Food & Drinks,Grocery,
19/10/2025,6.00,GBP,Bus,Transportation,Transport_Local,
19/10/2025,15.59,GBP,Exotic,Food & Drinks,Grocery,
19/10/2025,3.00,GBP,Exotic,Food & Drinks,Grocery,
19/10/2025,8.00,GBP,Home b,Housing,Household Product,
19/10/2025,7.95,GBP,Primark,Personal care,Clothing(other),
19/10/2025,4.00,GBP,Flying Tiger,Housing,Household Product,
19/10/2025,45.82,GBP,Chilis,Food & Drinks,Eating Out,
20/10/2025,10.00,GBP,Lyca,Utility,Phone bill,
21/10/2025,10.00,GBP,ParentPay ,Food & Drinks,Grocery,
22/10/2025,5.00,GBP,Lyca,Utility,Phone bill,
22/10/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
22/10/2025,0.29,GBP,Sainsbury,Food & Drinks,Grocery,
23/10/2025,5.31,GBP,Scrum,Personal care,Miscellaneous,
23/10/2025,45.00,GBP,India AC,Saving,Saving,
24/10/2025,3.95,GBP,Sainsbury,Food & Drinks,Grocery,
24/10/2025,6.39,GBP,SPAR ,Food & Drinks,Grocery,
24/10/2025,12.07,GBP,Exotic,Food & Drinks,Grocery,
24/10/2025,6.00,GBP,Bus,Transportation,Transport_Local,
24/10/2025,3.50,GBP,Tesco,Housing,Household Product,
24/10/2025,26.40,GBP,Tesco,Food & Drinks,Grocery,
24/10/2025,9.98,GBP,WH Smith ,Personal care,Miscellaneous,
24/10/2025,25.10,GBP,Boots,Personal care,Miscellaneous,
24/10/2025,16.50,GBP,Karak Chai,Food & Drinks,Eating Out,
24/10/2025,18.80,GBP,Sainsbury,Food & Drinks,Take aways,
25/10/2025,9.00,GBP,EE,Utility,Phone bill,
25/10/2025,2.60,GBP,Bus,Transportation,Transport_Local,
25/10/2025,2.00,GBP,Poundland ,Housing,Household Product,
25/10/2025,6.50,GBP,M&S,Food & Drinks,Take aways,
25/10/2025,5.56,GBP,Boots,Personal care,Miscellaneous,
25/10/2025,6.00,GBP,Bus,Transportation,Transport_Local,
26/10/2025,41.27,GBP,Train to Manchester ,Vacation,Travel,
26/10/2025,6.00,GBP,Bus,Transportation,Transport_Local,
26/10/2025,25.00,GBP,Sports Direct,Personal care,Clothing(other),
26/10/2025,6.30,GBP,Boots,Personal care,Miscellaneous,
26/10/2025,17.65,GBP,Cafe Nero,Food & Drinks,Eating Out,
27/10/2025,10.00,GBP,ParentPay ,Food & Drinks,Grocery,
27/10/2025,9.00,GBP,EE,Utility,Phone bill,
28/10/2025,81.57,GBP,Octopus ,Utility,Gas & Electricity,
28/10/2025,3.25,GBP,Tesco,Personal care,Miscellaneous,
28/10/2025,4.94,GBP,Tesco,Housing,Household Product,
28/10/2025,14.19,GBP,Tesco,Food & Drinks,Grocery,
28/10/2025,1.99,GBP,SPAR ,Food & Drinks,Grocery,
28/10/2025,2.99,GBP,SPAR ,Housing,Household Product,
28/10/2025,21.98,GBP,Tariq Halal,Food & Drinks,Grocery,
29/10/2025,4.50,GBP,Bus,Transportation,Transport_Local,
29/10/2025,30.59,GBP,Train to office,Transportation,Transport_Other,
29/10/2025,10.50,GBP,Bonata,Food & Drinks,Take aways,
31/10/2025,1.99,GBP,SPAR ,Food & Drinks,Grocery,
01/11/2025,2.00,GBP,Sainsbury ,Housing,Household Product,
01/11/2025,17.64,GBP,Sainsbury ,Food & Drinks,Grocery,
01/11/2025,32.00,GBP,Reading fish,Food & Drinks,Grocery,
01/11/2025,4.50,GBP,Bus,Housing,Household Product,
01/11/2025,27.32,GBP,Exotic,Food & Drinks,Grocery,
01/11/2025,35.44,GBP,Sainsbury ,Food & Drinks,Grocery,
01/11/2025,3.85,GBP,Paul,Food & Drinks,Eating Out,
01/11/2025,19.99,GBP,Amazon,Other,Miscellaneous,
02/11/2025,8.33,GBP,SPAR ,Food & Drinks,Grocery,
03/11/2025,8.99,GBP,Amazon prime,Entertainment,Subscription,
03/11/2025,1.99,GBP,SPAR ,Food & Drinks,Grocery,
03/11/2025,1.59,GBP,Google one,Entertainment,Subscription,
05/11/2025,4.50,GBP,Bus,Transportation,Transport_Local,
05/11/2025,1.30,GBP,Sainsbury,Food & Drinks,Take aways,
05/11/2025,29.40,GBP,Train to office,Transportation,Transport_Other,
05/11/2025,2.50,GBP,Greegs,Food & Drinks,Take aways,
06/11/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
06/11/2025,1275.00,GBP,Rent,Housing,Rent,
06/11/2025,72.67,GBP,India AC,Saving,Saving,
06/11/2025,7.99,GBP,Google app,Other,Miscellaneous,
07/11/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
08/11/2025,34.50,GBP,Exotic,Food & Drinks,Grocery,
08/11/2025,13.94,GBP,Tariq Halal,Food & Drinks,Grocery,
08/11/2025,34.86,GBP,Tesco,Food & Drinks,Grocery,
08/11/2025,11.00,GBP,Tesco,Housing,Household Product,
09/11/2025,2.49,GBP,Google one,Entertainment,Subscription,
09/11/2025,16.47,GBP,Exotic,Food & Drinks,Grocery,
09/11/2025,4.85,GBP,SPAR ,Food & Drinks,Grocery,
10/11/2025,46.00,GBP,Sky Digital,Utility,TV & Broadband,
10/11/2025,10.00,GBP,Truvi,Vacation,Accommodation,
12/11/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
12/11/2025,68.00,GBP,Sky TV,Utility,TV & Broadband,
12/11/2025,2.49,GBP,Google one,Entertainment,Subscription,
12/11/2025,0.56,GBP,Sainsbury ,Food & Drinks,Grocery,
12/11/2025,19.65,GBP,Resume,Personal care,Miscellaneous,
13/11/2025,2.68,GBP,SPAR ,Food & Drinks,Grocery,
14/11/2025,94.26,GBP,India AC,Saving,Saving,
14/11/2025,94.26,GBP,India AC,Saving,Saving,
17/11/2025,15.00,GBP,TV License ,Entertainment,Subscription,
17/11/2025,184.00,GBP,Council Tax,Housing,Council Tax,
17/11/2025,56.55,GBP,Train to London,Vacation,Travel,
17/11/2025,6.50,GBP,Sainsbury ,Food & Drinks,Grocery,
17/11/2025,9.20,GBP,M&S,Food & Drinks,Take aways,
17/11/2025,4.25,GBP,Sainsbury,Food & Drinks,Grocery,
17/11/2025,1.50,GBP,Penny,Other,Miscellaneous,
17/11/2025,6.00,GBP,Bus,Transportation,Transport_Local,
17/11/2025,14.28,GBP,Natural history M,Food & Drinks,Eating Out,
17/11/2025,2.68,GBP,Natural history M,Food & Drinks,Eating Out,
17/11/2025,10.00,GBP,Science M,Other,Shopping,
17/11/2025,19.50,GBP,Chai wala,Food & Drinks,Eating Out,
17/11/2025,32.00,GBP,Bombay brothers ,Food & Drinks,Eating Out,
17/11/2025,30.89,GBP,Best Food ,Food & Drinks,Grocery,
17/11/2025,4.50,GBP,Bus,Transportation,Transport_Local,
17/11/2025,13.49,GBP,Boots,Personal care,Miscellaneous,
17/11/2025,29.25,GBP,Iceland,Food & Drinks,Grocery,
17/11/2025,4.51,GBP,Sainsbury,Housing,Household Product,
17/11/2025,34.00,GBP,Sainsbury,Food & Drinks,Grocery,
18/11/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
18/11/2025,0.27,GBP,Sainsbury,Food & Drinks,Grocery,
19/11/2025,1.80,GBP,Sainsbury,Food & Drinks,Grocery,
19/11/2025,15.00,GBP,Lyca,Utility,Phone bill,
20/11/2025,4.19,GBP,Londis,Food & Drinks,Grocery,
20/11/2025,10.50,GBP,Bonata,Food & Drinks,Eating Out,
20/11/2025,6.16,GBP,Boots,Personal care,Clothing(own),
20/11/2025,2.65,GBP,G&G,Food & Drinks,Eating Out,
20/11/2025,29.40,GBP,Train to office,Transportation,Transport_Other,
20/11/2025,4.50,GBP,Bus,Transportation,Transport_Local,
20/11/2025,20.50,GBP,Primark,Personal care,Clothing(other),
21/11/2025,98.95,GBP,Argos ,Other,Miscellaneous,
21/11/2025,19.70,GBP,Tariq Halal,Food & Drinks,Grocery,
21/11/2025,4.50,GBP,Tesco,Housing,Household Product,
21/11/2025,46.85,GBP,Tesco,Food & Drinks,Grocery,
22/11/2025,26.80,GBP,Train to Southampton ,Transportation,Transport_Other,
22/11/2025,5.19,GBP,Subway ,Food & Drinks,Take aways,
22/11/2025,11.38,GBP,Starbucks,Food & Drinks,Eating Out,
22/11/2025,4.50,GBP,Bus,Transportation,Transport_Local,
23/11/2025,11.53,GBP,Exotic,Food & Drinks,Grocery,
23/11/2025,3.07,GBP,Amees,Food & Drinks,Take aways,
23/11/2025,70.00,GBP,India AC,Saving,Saving,
24/11/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
25/11/2025,2.88,GBP,Sainsbury,Food & Drinks,Take aways,
26/11/2025,5.69,GBP,SPAR,Food & Drinks,Grocery,
26/11/2025,9.99,GBP,Amazon,Personal care,Clothing(other),
27/11/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
28/11/2025,81.57,GBP,Octopus,Utility,Gas & Electricity,
28/11/2025,4.27,GBP,SPAR ,Food & Drinks,Grocery,
28/11/2025,0.24,GBP,Sainsbury,Food & Drinks,Grocery,
28/11/2025,42.47,GBP,India AC,Saving,Saving,
28/11/2025,7.99,GBP,Hoichoi,Entertainment,Subscription,
28/11/2025,11.99,GBP,SPAR,Food & Drinks,Grocery,
29/11/2025,13.00,GBP,Haircut,Personal care,Miscellaneous,
29/11/2025,12.99,GBP,youtube,Entertainment,Subscription,
29/11/2025,29.88,GBP,Exotic,Food & Drinks,Grocery,
29/11/2025,13.78,GBP,Tariq Halal,Food & Drinks,Grocery,
29/11/2025,10.24,GBP,Tesco,Housing,Household Product,
29/11/2025,8.70,GBP,Tesco,Personal care,Miscellaneous,
29/11/2025,48.51,GBP,Tesco,Food & Drinks,Grocery,
30/11/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
01/12/2025,270.00,GBP,India AC,Saving,Saving,
01/12/2025,12.99,GBP,youtube,Entertainment,Subscription,
01/12/2025,60.00,GBP,India AC,Saving,Saving,
02/12/2025,8.99,GBP,Prime,Entertainment,Subscription,
02/12/2025,3.08,GBP,Londis,Food & Drinks,Grocery,
03/12/2025,2.10,GBP,ParentPay ,Food & Drinks,Take aways,
03/12/2025,3.40,GBP,Boots,Personal care,Miscellaneous,
04/12/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
04/12/2025,4.50,GBP,Bus,Transportation,Transport_Local,
04/12/2025,29.40,GBP,Train to office,Transportation,Transport_Other,
04/12/2025,1.30,GBP,Sainsbury,Food & Drinks,Grocery,
04/12/2025,13.00,GBP,M&S,Other,Miscellaneous,
04/12/2025,3.65,GBP,M&S,Food & Drinks,Take aways,
04/12/2025,5.74,GBP,Pret,Food & Drinks,Take aways,
04/12/2025,209.67,GBP,Hotel,Vacation,Accommodation,
05/12/2025,1.59,GBP,Google one,Entertainment,Subscription,
05/12/2025,4.50,GBP,Bus,Transportation,Transport_Local,
05/12/2025,29.40,GBP,Train to office,Transportation,Transport_Other,
05/12/2025,2.50,GBP,Greegs,Food & Drinks,Take aways,
06/12/2025,7.99,GBP,Google play app,Entertainment,Subscription,
06/12/2025,4.50,GBP,Bus,Transportation,Transport_Local,
06/12/2025,22.73,GBP,Exotic,Food & Drinks,Grocery,
06/12/2025,13.13,GBP,Tariq Halal,Food & Drinks,Grocery,
06/12/2025,5.00,GBP,Tesco,Housing,Household Product,
06/12/2025,40.20,GBP,Tesco,Food & Drinks,Grocery,
07/12/2025,4.48,GBP,Londis,Food & Drinks,Grocery,
08/12/2025,1275.00,GBP,Rent,Housing,Rent,
08/12/2025,26.60,GBP,Amazon,Other,Miscellaneous,
09/12/2025,46.00,GBP,Sky,Utility,TV & Broadband,
09/12/2025,4.40,GBP,Londis,Food & Drinks,Grocery,
09/12/2025,20.19,GBP,Sainsbury,Food & Drinks,Grocery,
10/12/2025,19.95,GBP,Resume,Personal care,Miscellaneous,
10/12/2025,9.02,GBP,Napkin,Personal care,Miscellaneous,
10/12/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
11/12/2025,3.98,GBP,Londis,Food & Drinks,Grocery,
11/12/2025,24.89,GBP,Amazon,Personal care,Clothing(other),
12/12/2025,38.19,GBP,Sky TV,Utility,TV & Broadband,
12/12/2025,2.49,GBP,Google one,Entertainment,Subscription,
12/12/2025,16.00,GBP,Primark,Personal care,Clothing(other),
12/12/2025,221.00,GBP,India AC,Saving,Saving,
12/12/2025,3.95,GBP,Sainsbury,Other,Miscellaneous,
12/12/2025,8.15,GBP,Amees,Food & Drinks,Eating Out,
13/12/2025,6.00,GBP,Bus,Transportation,Transport_Local,
13/12/2025,13.75,GBP,Sainsbury,Food & Drinks,Eating Out,
13/12/2025,4.50,GBP,Bus,Transportation,Transport_Madhu,
14/12/2025,6.00,GBP,Bus,Transportation,Transport_Local,
14/12/2025,1.98,GBP,Card Factory ,Other,Shopping,
14/12/2025,8.00,GBP,Poundland ,Other,Shopping,
14/12/2025,16.63,GBP,Exotic,Food & Drinks,Grocery,
14/12/2025,23.36,GBP,Tesco,Food & Drinks,Grocery,
14/12/2025,9.64,GBP,Tesco,Housing,Household Product,
14/12/2025,16.75,GBP,Amazon,Other,Miscellaneous,
15/12/2025,184.00,GBP,Council,Housing,Council Tax,
15/12/2025,9.75,GBP,TV Licence ,Entertainment,Subscription,
17/12/2025,10.00,GBP,ParentPay ,Food & Drinks,Take aways,
18/12/2025,5.68,GBP,Londis,Food & Drinks,Grocery,
19/12/2025,100.00,GBP,Saving,Saving,Saving,
19/12/2025,15.00,GBP,Lyca,Utility,Phone bill,
19/12/2025,2.25,GBP,Londis,Food & Drinks,Grocery,
19/12/2025,20.00,GBP,Taxi to Station ,Vacation,Travel,
19/12/2025,9.52,GBP,M&S Food,Food & Drinks,Grocery,
19/12/2025,7.60,GBP,Taxi to Hotel,Vacation,Travel,
19/12/2025,6.50,GBP,Sainsbury,Food & Drinks,Grocery,
20/12/2025,10.00,GBP,Giant Wheel,Entertainment,Entry fee,
20/12/2025,1.99,GBP,SPAR,Food & Drinks,Grocery,
20/12/2025,15.33,GBP,M&S,Food & Drinks,Grocery,
21/12/2025,24.50,GBP,Train to Chester,Vacation,Travel,
21/12/2025,20.67,GBP,Food in Chester,Food & Drinks,Eating Out,
21/12/2025,2.50,GBP,souvenirs ,Vacation,Souvenirs ,
21/12/2025,5.00,GBP,Chester Cathedral ,Vacation,Attraction,
21/12/2025,5.50,GBP,Cab to hotel,Vacation,Travel,
21/12/2025,6.20,GBP,Sainsbury,Food & Drinks,Grocery,
22/12/2025,10.00,GBP,souvenirs ,Vacation,Souvenirs ,
22/12/2025,7.12,GBP,McD,Food & Drinks,Eating Out,
22/12/2025,8.16,GBP,Chopstick,Food & Drinks,Eating Out,
22/12/2025,1.00,GBP,Sainsbury,Food & Drinks,Grocery,
22/12/2025,12.20,GBP,Cab to home,Vacation,Travel,
22/12/2025,8.92,GBP,SPAR,Food & Drinks,Grocery,
23/12/2025,6.00,GBP,Bus,Transportation,Transport_Local,
23/12/2025,20.00,GBP,TG jones,Other,Shopping,
23/12/2025,26.57,GBP,Tariq Halal,Food & Drinks,Grocery,
23/12/2025,46.23,GBP,Tesco,Food & Drinks,Grocery,
23/12/2025,15.99,GBP,Tesco,Housing,Household Product,
23/12/2025,38.64,GBP,Bestfood,Food & Drinks,Grocery,
24/12/2025,9.00,GBP,EE,Utility,Phone bill,
24/12/2025,6.00,GBP,Bus,Transportation,Transport_Local,
25/12/2025,3.34,GBP,Londis,Food & Drinks,Grocery,
26/12/2025,3.95,GBP,Paul,Food & Drinks,Take aways,
26/12/2025,4.50,GBP,Bus,Transportation,Transport_Local,
26/12/2025,18.00,GBP,River Island,Personal care,Clothing(own),
26/12/2025,19.98,GBP,Hollister,Personal care,Clothing(own),
26/12/2025,55.90,GBP,Chatles Tyrwhitt,Personal care,Clothing(own),
26/12/2025,13.00,GBP,Boots,Personal care,Clothing(own),
26/12/2025,449.00,GBP,Currys PC,Other,Miscellaneous,
26/12/2025,395.00,GBP,India Ac,Saving,Saving,
27/12/2025,6.00,GBP,Bus,Transportation,Transport_Local,
27/12/2025,45.60,GBP,M&S,Personal care,Clothing(own),
27/12/2025,34.00,GBP,M&S,Personal care,Clothing(other),
27/12/2025,38.70,GBP,Next,Personal care,Clothing(own),
27/12/2025,27.50,GBP,Next,Personal care,Clothing(other),
27/12/2025,18.31,GBP,McD,Food & Drinks,Eating Out,
27/12/2025,29.99,GBP,HMV,Other,Miscellaneous,
27/12/2025,39.98,GBP,SnappySnap,Other,Miscellaneous,
27/12/2025,7.99,GBP,Hoichoi,Entertainment,Subscription,
27/12/2025,12.99,GBP,Youtube Prime,Entertainment,Subscription,
29/12/2025,81.57,GBP,Octopus ,Utility,Gas & Electricity,
30/12/2025,307.00,GBP,SnappySnap,Other,Miscellaneous,
30/12/2025,8.55,GBP,Londis,Food & Drinks,Grocery,
31/12/2025,4.50,GBP,Bus,Transportation,Transport_Local,
31/12/2025,60.31,GBP,Tesco,Food & Drinks,Grocery,
01/01/2026,59.65,GBP,Exotic,Food & Drinks,Grocery,
01/01/2026,6.00,GBP,Tesco,Housing,Household Product,
01/01/2026,14.78,GBP,Tariq Halal,Food & Drinks,Grocery,
02/01/2026,57.08,GBP,SnappySnap,Other,Miscellaneous,
02/01/2026,8.99,GBP,Amazon,Entertainment,Subscription,
02/01/2026,4.08,GBP,Londis,Food & Drinks,Grocery,
02/01/2026,3.40,GBP,Boots,Personal care,Miscellaneous,
02/01/2026,4.05,GBP,Boots,Personal care,Miscellaneous,
02/01/2026,5.00,GBP,Sainsbury,Food & Drinks,Grocery,
02/01/2026,6.00,GBP,Bus,Transportation,Transport_Local,
02/01/2026,6.00,GBP,Bus,Transportation,Transport_Local,
02/01/2026,11.00,GBP,Surfshark,Other,Miscellaneous,
02/01/2026,16.98,GBP,Amazon,Other,Miscellaneous,
02/01/2026,28.13,GBP,Saving,Saving,Saving,
02/01/2026,28.79,GBP,Train to Hayes,Transportation,Transport_Other,
02/01/2026,10.00,GBP,Bus,Transportation,Transport_Local,
02/01/2026,3.65,GBP,Greegs ,Food & Drinks,Take aways,
02/01/2026,2.60,GBP,Greegs ,Food & Drinks,Take aways,
02/01/2026,10.00,GBP,SnappySnap,Other,Miscellaneous,
02/01/2026,190.88,GBP,Passport ,Other,Miscellaneous,
02/01/2026,23.99,GBP,Kings Darbar,Food & Drinks,Eating Out,
02/01/2026,7.30,GBP,Sainsbury,Food & Drinks,Grocery,
02/01/2026,8.50,GBP,Home Store,Housing,Household Product,
02/01/2026,5.49,GBP,Tariq Halal,Food & Drinks,Grocery,
02/01/2026,3.50,GBP,Tfl,Transportation,Transport_Other,
02/01/2026,3.50,GBP,Tfl,Transportation,Transport_Other,
03/01/2026,26.80,GBP,Train to Southampton ,Transportation,Transport_Other,
03/01/2026,10.48,GBP,Uper Crust,Food & Drinks,Take aways,
03/01/2026,4.50,GBP,Bus,Transportation,Transport_Local,
03/01/2026,31.90,GBP,Sainsbury,Food & Drinks,Grocery,
03/01/2026,1.59,GBP,Google ,Entertainment,Miscellaneous,
04/01/2026,6.00,GBP,Bus,Transportation,Transport_Local,
04/01/2026,25.47,GBP,Just Momo,Food & Drinks,Eating Out,
04/01/2026,6.20,GBP,Sainsbury,Housing,Household Product,
04/01/2026,6.00,GBP,Flying Tiger,Other,Shopping,
04/01/2026,4.19,GBP,Londis,Food & Drinks,Grocery,
07/01/2026,1275.00,GBP,Rent,Housing,Rent,
07/01/2026,7.99,GBP,Play App,Entertainment,Subscription,
08/01/2026,3.00,GBP,Bus,Transportation,Transport_Local,
08/01/2026,19.95,GBP,Resume ,Other,Miscellaneous,
08/01/2026,7.66,GBP,Londis,Food & Drinks,Grocery,
08/01/2026,12.42,GBP,Londis,Food & Drinks,Grocery,
08/01/2026,20.49,GBP,Amazon,Personal care,Clothing(other),
09/01/2026,10.00,GBP,ParentPay,Food & Drinks,Take aways,
09/01/2026,46.00,GBP,Sky Digital,Utility,TV & Broadband,
09/01/2026,2.49,GBP,Google One,Entertainment,Subscription,
09/01/2026,3.90,GBP,Bus,Transportation,Transport_Local,
09/01/2026,8.95,GBP,Napkin,Other,Miscellaneous,
09/01/2026,5.98,GBP,Londis,Food & Drinks,Grocery,
10/01/2026,35.17,GBP,Exotic,Food & Drinks,Grocery,
10/01/2026,6.50,GBP,Bus,Transportation,Transport_Local,
10/01/2026,16.72,GBP,Tariq Halal,Food & Drinks,Grocery,
10/01/2026,75.85,GBP,Tesco,Food & Drinks,Grocery,
10/01/2026,28.46,GBP,Homis,Food & Drinks,Eating Out,
10/01/2026,1.99,GBP,Londis,Food & Drinks,Grocery,
13/01/2026,11.99,GBP,Exotic,Food & Drinks,Grocery,
13/01/2026,1.99,GBP,Londis,Food & Drinks,Grocery,
14/01/2026,35.00,GBP,Sky TV,Utility,TV & Broadband,
14/01/2026,3.00,GBP,Bus,Transportation,Transport_Local,
15/01/2026,10.00,GBP,ParentPay,Food & Drinks,Take aways,
15/01/2026,14.95,GBP,TV License ,Entertainment,Subscription,
15/01/2026,184.00,GBP,Council Tax,Housing,Council Tax,
15/01/2026,13.55,GBP,School Photo,Other,Miscellaneous,
15/01/2026,5.40,GBP,Bus,Transportation,Transport_Local,
15/01/2026,42.19,GBP,Train to Office,Transportation,Transport_Other,
15/01/2026,5.50,GBP,Sainsbury,Food & Drinks,Take aways,
16/01/2026,4.19,GBP,Londis,Food & Drinks,Grocery,
16/01/2026,3.90,GBP,Bus,Transportation,Transport_Local,
16/01/2026,5.29,GBP,Pasty Shop,Food & Drinks,Take aways,
17/01/2026,5.40,GBP,bus,Transportation,Transport_Local,
17/01/2026,17.26,GBP,Exotic,Food & Drinks,Grocery,
17/01/2026,20.43,GBP,Tariq Halal,Food & Drinks,Grocery,
17/01/2026,48.59,GBP,Tesco,Food & Drinks,Grocery,
17/01/2026,5.00,GBP,Tesco,Housing,Household Product,
18/01/2026,15.00,GBP,Lyca,Utility,Phone Bill,
18/01/2026,8.67,GBP,Londis,Food & Drinks,Grocery,
21/01/2026,10.00,GBP,ParentPay,Food & Drinks,Take aways,
21/01/2026,5.00,GBP,Amees,Food & Drinks,Take aways,
