Date,Amount,Currency,Description,Category,Sub Category,Paid By
02/10/2023,38.00,GBP,Thames Water,Utility,Water,
02/10/2023,8.99,GBP,Amazon,Entertainment,Subscription,
02/10/2023,10.00,GBP,Lyca topup,Utility,Phone Bill,
02/10/2023,7.70,GBP,Bus,Transportation,Transport_Local,
02/10/2023,6.46,GBP,SPAR,Food & Drinks,Grocery,
03/10/2023,40.00,GBP,Maa,Allowance,Allowance_Parent,
03/10/2023,100.00,GBP,Madhu,Allowance,Allowance_Parent,
03/10/2023,10.00,GBP,India a/c,Saving,Saving,
04/10/2023,5.33,GBP,SPAR,Food & Drinks,Grocery,
05/10/2023,9.00,GBP,EE,Utility,Phone Bill,
06/10/2023,1200.00,GBP,Rent oct,Housing,Rent,
06/10/2023,15.00,GBP,Gift,Other,Miscellaneous,
07/10/2023,5.50,GBP,Bus,Transportation,Transport_Local,
07/10/2023,34.25,GBP,Bestfood,Food & Drinks,Grocery,
07/10/2023,10.00,GBP,Iceland,Food & Drinks,Take aways,
07/10/2023,20.19,GBP,Reading Fish,Food & Drinks,Grocery,
07/10/2023,4.25,GBP,Boots,Personal care,Miscellaneous,
07/10/2023,24.12,GBP,Sainsbury,Food & Drinks,Grocery,
07/10/2023,10.15,GBP,IKEA,Food & Drinks,Eating Out,
07/10/2023,44.00,GBP,IKEA,Housing,Household Product,
07/10/2023,10.00,GBP,IKEA,Other,Shopping,
07/10/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
08/10/2023,8.00,GBP,AMEES Kitchen,Food & Drinks,Take aways,
09/10/2023,21.00,GBP,SKY Digital,Utility,TV & Broadband,
09/10/2023,5.00,GBP,SPAR,Other,Miscellaneous,
09/10/2023,2.58,GBP,SPAR,Food & Drinks,Grocery,
09/10/2023,3.40,GBP,Bus,Transportation,Transport_Local,
09/10/2023,38.00,GBP,M&S,Personal care,Clothing(other),
09/10/2023,50.80,GBP,Primark,Personal care,Clothing(other),
10/10/2023,9.92,GBP,SPAR,Food & Drinks,Grocery,
11/10/2023,20.46,GBP,Deliveroo,Food & Drinks,Take aways,
12/10/2023,49.00,GBP,SKY TV,Utility,TV & Broadband,
12/10/2023,4.50,GBP,Sainsbury,Food & Drinks,Grocery,
12/10/2023,3.40,GBP,Bus,Transportation,Transport_Local,
13/10/2023,4.07,GBP,SPAR,Food & Drinks,Grocery,
16/10/2023,13.22,GBP,TV Licence,Entertainment,Subscription,
16/10/2023,167.00,GBP,Reading council,Housing,Council Tax,
16/10/2023,11.96,GBP,Tariq Halal,Food & Drinks,Grocery,
16/10/2023,38.92,GBP,TESCO,Food & Drinks,Grocery,
16/10/2023,7.22,GBP,TESCO,Other,Shopping,
16/10/2023,24.81,GBP,Exotic,Food & Drinks,Grocery,
16/10/2023,10.00,GBP,ChayeePani,Food & Drinks,Eating Out,
16/10/2023,3.28,GBP,SPAR,Food & Drinks,Grocery,
17/10/2023,3.40,GBP,Bus,Transportation,Transport_Local,
18/10/2023,13.50,GBP,Primark,Personal care,Clothing(other),
19/10/2023,5.00,GBP,LYCA,Utility,Phone Bill,
19/10/2023,4.50,GBP,Sainsbury,Food & Drinks,Take aways,
19/10/2023,3.40,GBP,bus,Transportation,Transport_Local,
20/10/2023,11.12,GBP,SPAR,Food & Drinks,Grocery,
23/10/2023,26.09,GBP,SnapySanp,Other,Miscellaneous,
23/10/2023,16.00,GBP,Clair accessories ,Personal care,Clothing(other),
23/10/2023,11.48,GBP,SPAR,Food & Drinks,Grocery,
23/10/2023,3.40,GBP,Reading Bus,Transportation,Transport_Local,
23/10/2023,10.00,GBP,Primark,Personal care,Clothing(other),
23/10/2023,44.60,GBP,Train to london ,Transportation,Transport_Other,
23/10/2023,11.50,GBP,Namaste Mumbai,Food & Drinks,Eating Out,
23/10/2023,22.95,GBP,Sapna home,Food & Drinks,Eating Out,
23/10/2023,8.95,GBP,Pret a manger,Food & Drinks,Take aways,
23/10/2023,6.00,GBP,Bus,Transportation,Transport_Local,
23/10/2023,11.00,GBP,Zesty Flavour ,Food & Drinks,Take aways,
23/10/2023,8.00,GBP,Toy town,Other,Shopping,
23/10/2023,7.14,GBP,Mood for Food,Food & Drinks,Eating Out,
23/10/2023,5.00,GBP,Ruchikas kitchen,Food & Drinks,Eating Out,
23/10/2023,15.00,GBP,Zaike the,Food & Drinks,Eating Out,
23/10/2023,28.00,GBP,Loddon Car,Transportation,Transport_Local,
23/10/2023,21.00,GBP,Bengali cu,Food & Drinks,Take aways,
23/10/2023,14.00,GBP,Adda hut,Food & Drinks,Eating Out,
23/10/2023,5.50,GBP,Bus,Transportation,Transport_Local,
23/10/2023,5.50,GBP,Bus,Transportation,Transport_Local,
25/10/2023,3.50,GBP,TFL bus,Transportation,Transport_Other,
25/10/2023,20.49,GBP,King Darbar,Food & Drinks,Eating Out,
25/10/2023,14.15,GBP,Spar,Food & Drinks,Grocery,
25/10/2023,9.04,GBP,Londis,Food & Drinks,Take aways,
25/10/2023,3.50,GBP,TFL bus,Transportation,Transport_Other,
25/10/2023,5.50,GBP,Reading Bus,Transportation,Transport_Local,
26/10/2023,3.38,GBP,SPAR,Food & Drinks,Grocery,
26/10/2023,6.00,GBP,Sainsbury,Food & Drinks,Grocery,
26/10/2023,6.83,GBP,Amazon,Other,Shopping,
26/10/2023,3.40,GBP,bus,Transportation,Transport_Local,
27/10/2023,15.06,GBP,SPAR,Food & Drinks,Grocery,
30/10/2023,83.68,GBP,Octopus ,Utility,Gas & Electricity,
30/10/2023,18.45,GBP,Mcdonald ,Food & Drinks,Eating Out,
30/10/2023,8.99,GBP,Amazon prime,Entertainment,Subscription,
30/10/2023,10.00,GBP,Tariq Halal,Food & Drinks,Grocery,
30/10/2023,10.00,GBP,Tesco,Other,Miscellaneous,
30/10/2023,20.41,GBP,Tesco,Food & Drinks,Grocery,
30/10/2023,15.00,GBP,Exotic,Food & Drinks,Grocery,
30/10/2023,6.00,GBP,Primark,Personal care,Clothing(other),
30/10/2023,5.50,GBP,bus,Transportation,Transport_Local,
30/10/2023,29.99,GBP,Amazon,Entertainment,Gadget,
31/10/2023,7.97,GBP,SPAR,Food & Drinks,Grocery,
31/10/2023,6.99,GBP,Amazon,Personal care,Clothing(other),
31/10/2023,110.00,GBP,Saving,Saving,Saving,
01/11/2023,24.57,GBP,Exotic,Food & Drinks,Grocery,
01/11/2023,7.40,GBP,Tariq Halal,Food & Drinks,Grocery,
01/11/2023,23.00,GBP,Tesco,Food & Drinks,Grocery,
01/11/2023,40.00,GBP,Thames Water,Utility,Water,
02/11/2023,8.99,GBP,Amazon prime,Entertainment,Subscription,
02/11/2023,2.00,GBP,bus,Transportation,Transport_Local,
02/11/2023,6.00,GBP,Poundland,Other,Miscellaneous,
02/11/2023,5.50,GBP,WH Smith,Other,Miscellaneous,
02/11/2023,8.45,GBP,ITSU,Food & Drinks,Take aways,
02/11/2023,2.35,GBP,Greegs,Food & Drinks,Take aways,
02/11/2023,3.40,GBP,bus,Transportation,Transport_Local,
03/11/2023,6.72,GBP,SPAR,Food & Drinks,Grocery,
03/11/2023,3.40,GBP,bus,Transportation,Transport_Local,
04/11/2023,100.00,GBP,Madhu,Allowance,Allowance_spouse,
04/11/2023,9.00,GBP,EE,Utility,Phone Bill,
04/11/2023,5.50,GBP,Bus,Transportation,Transport_Local,
04/11/2023,11.25,GBP,Poundland,Other,Shopping,
04/11/2023,20.55,GBP,Taco Bell,Food & Drinks,Eating Out,
04/11/2023,23.97,GBP,Waterstones,Other,Miscellaneous,
04/11/2023,27.50,GBP,Primark,Personal care,Clothing(other),
04/11/2023,32.90,GBP,TESCO,Food & Drinks,Grocery,
04/11/2023,26.77,GBP,Exotic,Food & Drinks,Grocery,
04/11/2023,9.95,GBP,Amazon,Personal care,Clothing(other),
04/11/2023,10.51,GBP,SPAR,Food & Drinks,Grocery,
06/11/2023,1200.00,GBP,Rent'Oct,Housing,Rent,
06/11/2023,5.27,GBP,SPAR,Food & Drinks,Grocery,
06/11/2023,100.00,GBP,Madhu Maa,Allowance,Allowance_Parent,
06/11/2023,40.00,GBP,Maa,Allowance,Allowance_Parent,
07/11/2023,12.50,GBP,School photo,Other,Miscellaneous,
07/11/2023,9.00,GBP,books,Other,Miscellaneous,
08/11/2023,9.50,GBP,Bus,Transportation,Transport_Local,
08/11/2023,8.60,GBP,Gather,Food & Drinks,Take aways,
08/11/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
09/11/2023,21.00,GBP,Sky digital,Utility,TV & Broadband,
10/11/2023,31.50,GBP,ART celebration ,Entertainment,Entry fee,
13/11/2023,2.00,GBP,Bus,Transportation,Transport_Local,
13/11/2023,12.50,GBP,Rupali Art,Other,Shopping,
13/11/2023,6.00,GBP,Keshar Kalari,Other,Shopping,
13/11/2023,4.00,GBP,Reading Bus,Transportation,Transport_Local,
13/11/2023,3.00,GBP,Dine,Food & Drinks,Take aways,
13/11/2023,10.00,GBP,Glowguy,Food & Drinks,Eating Out,
04/11/2023,8.00,GBP,Tesco,Housing,Household Product,
13/11/2023,11.36,GBP,Tesco,Food & Drinks,Take aways,
13/11/2023,31.35,GBP,Tesco,Food & Drinks,Grocery,
13/11/2023,10.00,GBP,Tesco,Housing,Household Product,
13/11/2023,5.00,GBP,Chaskaa,Food & Drinks,Eating Out,
13/11/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
13/11/2023,3.32,GBP,Yaadgaar,Food & Drinks,Take aways,
13/11/2023,16.00,GBP,Pappadums,Food & Drinks,Eating Out,
13/11/2023,18.45,GBP,Reading Chat,Food & Drinks,Eating Out,
13/11/2023,36.31,GBP,Bestfood,Food & Drinks,Grocery,
13/11/2023,2.00,GBP,Poundland,Other,Miscellaneous,
13/11/2023,5.50,GBP,Bus,Transportation,Transport_Local,
13/11/2023,5.50,GBP,Bus,Transportation,Transport_Local,
13/11/2023,38.99,GBP,Zyka,Food & Drinks,Take aways,
14/11/2023,49.00,GBP,Sky TV,Utility,TV & Broadband,
15/11/2023,13.25,GBP,TV licence ,Entertainment,Subscription,
15/11/2023,167.00,GBP,Council,Housing,Council Tax,
15/11/2023,15.18,GBP,SPAR,Food & Drinks,Grocery,
16/11/2023,15.10,GBP,Tesco,Food & Drinks,Grocery,
17/11/2023,5.00,GBP,Lyca,Utility,Phone Bill,
17/11/2023,8.02,GBP,Spar,Food & Drinks,Grocery,
20/11/2023,51.83,GBP,Exotic,Food & Drinks,Grocery,
20/11/2023,7.30,GBP,Tariq Halal,Food & Drinks,Grocery,
20/11/2023,39.00,GBP,Tesco,Food & Drinks,Grocery,
20/11/2023,9.00,GBP,Tesco,Housing,Household Product,
20/11/2023,4.48,GBP,Spar,Food & Drinks,Grocery,
21/11/2023,8.95,GBP,SPAR,Food & Drinks,Grocery,
21/11/2023,6.00,GBP,Amazon,Other,Miscellaneous,
22/11/2023,2.30,GBP,Spar,Food & Drinks,Grocery,
22/11/2023,24.18,GBP,Briyani Mamma,Food & Drinks,Take aways,
23/11/2023,3.00,GBP,Bus,Transportation,Transport_Local,
23/11/2023,4.80,GBP,Sainsbury,Food & Drinks,Take aways,
24/11/2023,6.42,GBP,Spar,Food & Drinks,Grocery,
25/11/2023,9.50,GBP,Bus,Transportation,Transport_Local,
25/11/2023,25.45,GBP,German Doner,Food & Drinks,Eating Out,
25/11/2023,25.00,GBP,M&S,Personal care,Clothing(other),
25/11/2023,5.00,GBP,M&S,Food & Drinks,Grocery,
25/11/2023,16.65,GBP,Tariq Halal,Food & Drinks,Grocery,
25/11/2023,35.73,GBP,Tesco,Food & Drinks,Grocery,
25/11/2023,10.00,GBP,Tesco,Housing,Household Product,
26/11/2023,3.00,GBP,Bus,Transportation,Transport_Local,
26/11/2023,22.79,GBP,Exotic,Food & Drinks,Grocery,
26/11/2023,5.00,GBP,Amis Kitchen,Food & Drinks,Take aways,
26/11/2023,7.90,GBP,Snappy Snap,Other,Miscellaneous,
26/11/2023,7.75,GBP,Sainsbury,Food & Drinks,Grocery,
28/11/2023,83.00,GBP,Octopus,Utility,Gas & Electricity,
28/11/2023,8.99,GBP,Amazon prime,Entertainment,Subscription,
29/11/2023,12.06,GBP,SPAR,Food & Drinks,Grocery,
30/11/2023,310.00,GBP,Saving,Saving,Saving,
01/12/2023,100.00,GBP,Madhu Maa,Allowance,Allowance_spouse,
01/12/2023,40.00,GBP,Maa,Allowance,Allowance_Parent,
01/12/2023,40.00,GBP,Thames Water,Utility,Water,
02/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
02/12/2023,10.00,GBP,Primark,Personal care,Clothing(own),
02/12/2023,9.00,GBP,Primark,Personal care,Clothing(other),
02/12/2023,17.75,GBP,M&S,Food & Drinks,Grocery,
02/12/2023,13.00,GBP,H&M,Personal care,Clothing(other),
02/12/2023,22.00,GBP,Argos ,Housing,Household Product,
02/12/2023,8.99,GBP,Amazon prime,Entertainment,Subscription,
02/12/2023,16.26,GBP,McD,Food & Drinks,Eating Out,
02/12/2023,22.31,GBP,Exotic,Food & Drinks,Grocery,
02/12/2023,28.71,GBP,Tesco,Food & Drinks,Grocery,
02/12/2023,9.30,GBP,Tesco,Housing,Household Product,
02/12/2023,7.60,GBP,Tesco,Personal care,Miscellaneous,
03/12/2023,9.00,GBP,EE,Utility,Phone Bill,
03/12/2023,6.27,GBP,SPAR,Food & Drinks,Grocery,
04/12/2023,2.99,GBP,SPAR,Food & Drinks,Grocery,
04/12/2023,3.74,GBP,SPAR,Food & Drinks,Grocery,
06/12/2023,1200.00,GBP,Rent'Dec,Housing,Rent,
06/12/2023,3.88,GBP,SPAR,Food & Drinks,Grocery,
07/12/2023,2.99,GBP,SPAR,Food & Drinks,Grocery,
08/12/2023,3.98,GBP,SPAR,Food & Drinks,Grocery,
08/12/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
09/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
09/12/2023,20.00,GBP,H&M,Personal care,Clothing(other),
09/12/2023,5.50,GBP,Poundland,Other,Miscellaneous,
09/12/2023,20.40,GBP,Iceland,Food & Drinks,Grocery,
09/12/2023,17.58,GBP,Exotic,Food & Drinks,Grocery,
09/12/2023,5.60,GBP,Tesco,Housing,Household Product,
09/12/2023,23.77,GBP,Tesco,Food & Drinks,Grocery,
10/12/2023,4.28,GBP,SPAR,Food & Drinks,Grocery,
11/12/2023,21.00,GBP,SKY Digital,Utility,TV & Broadband,
13/12/2023,49.00,GBP,SKY TV,Utility,TV & Broadband,
13/12/2023,2.00,GBP,Bus,Transportation,Transport_Local,
14/12/2023,7.58,GBP,SPAR,Food & Drinks,Grocery,
15/12/2023,13.25,GBP,TV License,Entertainment,Subscription,
15/12/2023,167.00,GBP,Council Tax,Housing,Council Tax,
15/12/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
18/12/2023,23.20,GBP,SKVP,Food & Drinks,Eating Out,
18/12/2023,57.06,GBP,Exotic,Food & Drinks,Grocery,
18/12/2023,5.00,GBP,Lyca,Utility,Phone Bill,
18/12/2023,27.00,GBP,Tesco,Food & Drinks,Grocery,
18/12/2023,6.95,GBP,Wenzels,Food & Drinks,Take aways,
18/12/2023,19.35,GBP,M&S,Food & Drinks,Take aways,
18/12/2023,7.87,GBP,Range,Other,Shopping,
18/12/2023,3.14,GBP,SPAR,Food & Drinks,Grocery,
18/12/2023,4.80,GBP,SPAR,Food & Drinks,Grocery,
18/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
19/12/2023,6.60,GBP,SnappySnap,Other,Miscellaneous,
19/12/2023,3.00,GBP,Bus,Transportation,Transport_Local,
19/12/2023,7.25,GBP,Boswells,Food & Drinks,Take aways,
19/12/2023,5.22,GBP,Exotic,Food & Drinks,Grocery,
19/12/2023,0.75,GBP,Poundland,Other,Miscellaneous,
20/12/2023,3.00,GBP,Bus,Transportation,Transport_Local,
20/12/2023,13.00,GBP,Barber,Personal care,Miscellaneous,
20/12/2023,2.59,GBP,SPAR,Food & Drinks,Grocery,
21/12/2023,3.00,GBP,Bus,Transportation,Transport_Local,
21/12/2023,3.40,GBP,Bus,Transportation,Transport_Local,
21/12/2023,24.20,GBP,Munches,Food & Drinks,Eating Out,
21/12/2023,6.10,GBP,Snappy Snap,Other,Miscellaneous,
21/12/2023,6.50,GBP,Poundland,Other,Miscellaneous,
21/12/2023,18.60,GBP,Entertainer,Other,Miscellaneous,
22/12/2023,20.00,GBP,Primark,Personal care,Clothing(Own),
22/12/2023,5.00,GBP,Sass & Belle,Other,Shopping,
22/12/2023,44.60,GBP,Train to London,Transportation,Transport_Vacation,
22/12/2023,3.98,GBP,SPAR,Food & Drinks,Grocery,
22/12/2023,9.85,GBP,Starbucks,Food & Drinks,Take aways,
22/12/2023,16.16,GBP,McDonalds,Food & Drinks,Eating Out,
22/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
22/12/2023,22.31,GBP,Tariq Halal,Food & Drinks,Grocery,
22/12/2023,10.00,GBP,ChaayePani,Food & Drinks,Eating Out,
22/12/2023,55.00,GBP,Tesco,Food & Drinks,Grocery,
22/12/2023,10.61,GBP,Tesco,Housing,Household Product,
22/12/2023,23.10,GBP,Exotic,Food & Drinks,Grocery,
23/12/2023,23.07,GBP,Reading Fis,Food & Drinks,Grocery,
23/12/2023,26.20,GBP,Entertanier,Other,Miscellaneous,
23/12/2023,3.00,GBP,Poundland,Other,Miscellaneous,
23/12/2023,2.35,GBP,Greegs,Food & Drinks,Take aways,
23/12/2023,12.00,GBP,Amazon,Housing,Household Product,
23/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
24/12/2023,14.20,GBP,Bolt,Transportation,Transport_Vacation,
24/12/2023,61.29,GBP,Train to Birminham,Transportation,Transport_Vacation,
24/12/2023,4.00,GBP,Temple,Other,Miscellaneous,
24/12/2023,5.98,GBP,SPAR,Food & Drinks,Grocery,
26/12/2023,49.18,GBP,Deichmann,Personal care,Clothing(Own),
26/12/2023,49.10,GBP,River Island,Personal care,Clothing(other),
26/12/2023,5.05,GBP,Greegs,Food & Drinks,Take aways,
26/12/2023,26.98,GBP,Popeys,Food & Drinks,Eating Out,
26/12/2023,20.00,GBP,H&M,Personal care,Clothing(Own),
26/12/2023,46.99,GBP,H&M,Personal care,Clothing(other),
26/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
26/12/2023,5.50,GBP,Bus,Transportation,Transport_Local,
26/12/2023,29.00,GBP,Hollister,Personal care,Clothing(Own),
26/12/2023,26.00,GBP,Primark,Personal care,Clothing(Own),
27/12/2023,9.60,GBP,Bus,Transportation,Transport_Local,
27/12/2023,22.00,GBP,M&S,Personal care,Clothing(other),
27/12/2023,80.10,GBP,M&S,Personal care,Clothing(Own),
27/12/2023,18.00,GBP,Next,Personal care,Clothing(Own),
27/12/2023,27.95,GBP,Charles TW,Personal care,Clothing(Own),
27/12/2023,2.00,GBP,Bus,Transportation,Transport_Local,
27/12/2023,11.45,GBP,SPAR,Food & Drinks,Grocery,
27/12/2023,1.99,GBP,Millies Cookie,Food & Drinks,Take aways,
27/12/2023,8.99,GBP,Amazon Prime,Entertainment,Subscription,
27/12/2023,36.00,GBP,India,Saving,Saving,
27/12/2023,24.00,GBP,Gift,Other,Miscellaneous,
28/12/2023,83.68,GBP,Octopus,Utility,Gas & Electricity,
29/12/2023,9.00,GBP,Hair cut ,Personal care,Miscellaneous,
29/12/2023,1.99,GBP,SPAR,Food & Drinks,Grocery,
29/12/2023,3.00,GBP,SPAR,Housing,Household Product,
30/12/2023,5.40,GBP,Bus,Transportation,Transport_Local,
30/12/2023,52.64,GBP,Adda Hut,Food & Drinks,Eating Out,
30/12/2023,10.92,GBP,Robert Dyas,Housing,Household Product,
30/12/2023,16.00,GBP,Tesco,Food & Drinks,Grocery,
30/12/2023,140.00,GBP,India,Saving,Saving,
01/01/2024,40.00,GBP,Mom,Allowance,Allowance_Parent,
01/01/2024,10.01,GBP,Tesco,Food & Drinks,Grocery,
01/01/2024,9.30,GBP,Tariq Halal,Food & Drinks,Grocery,
01/01/2024,30.31,GBP,Exotic,Food & Drinks,Grocery,
01/01/2024,9.50,GBP,Amazon,Housing,Household Product,
01/01/2024,8.99,GBP,Amazon Prime,Entertainment,Subscription,
01/01/2024,3.00,GBP,SPAR,Housing,Household Product,
01/01/2024,7.12,GBP,SPAR,Food & Drinks,Grocery,
02/01/2024,8.99,GBP,Amazon Prime,Entertainment,Subscription,
02/01/2024,40.00,GBP,Thames Water,Utility,Water,
02/01/2024,9.00,GBP,EE,Utility,Phone Bill,
03/01/2024,4.10,GBP,SPAR,Food & Drinks,Grocery,
03/01/2024,10.98,GBP,Amazon,Other,Shopping,
03/01/2024,8.00,GBP,Poundland,Housing,Household Product,
03/01/2024,5.25,GBP,Amazon,Housing,Household Product,
04/01/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
05/01/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
06/01/2024,30.61,GBP,Tesco,Food & Drinks,Grocery,
06/01/2024,11.50,GBP,Tariq Halal,Food & Drinks,Grocery,
06/01/2024,7.00,GBP,B&M,Housing,Household Product,
06/01/2024,10.86,GBP,B&M,Personal care,Miscellaneous,
06/01/2024,30.82,GBP,Exotic,Food & Drinks,Grocery,
07/01/2024,5.73,GBP,SPAR,Food & Drinks,Grocery,
07/01/2024,10.39,GBP,Amazon,Housing,Household Product,
08/01/2024,1200.00,GBP,Rent,Housing,Rent,
08/01/2024,2.00,GBP,Bus,Transportation,Transport_Local,
08/01/2024,4.98,GBP,SPAR,Food & Drinks,Grocery,
09/01/2024,21.00,GBP,Sky Digital,Utility,TV & Broadband,
10/01/2024,6.97,GBP,SPAR,Food & Drinks,Grocery,
11/01/2024,1.00,GBP,Sainsbury,Other,Miscellaneous,
12/01/2024,22.00,GBP,SKY TV,Utility,TV & Broadband,
13/01/2024,6.25,GBP,Amazon,Personal care,Clothing(other),
13/01/2024,15.16,GBP,Tariq Halal,Food & Drinks,Grocery,
13/01/2024,26.58,GBP,Exotic,Food & Drinks,Grocery,
13/01/2024,8.26,GBP,SPAR,Food & Drinks,Grocery,
13/01/2024,12.00,GBP,Tesco,Other,Shopping,
13/01/2024,9.25,GBP,Tesco,Housing,Household Product,
13/01/2024,3.10,GBP,Tesco,Personal care,Miscellaneous,
13/01/2024,42.15,GBP,Tesco,Food & Drinks,Grocery,
15/01/2024,167.00,GBP,Reading council,Housing,Council Tax,
15/01/2024,13.25,GBP,TV License ,Entertainment,Subscription,
16/01/2024,5.00,GBP,Lyca,Utility,Phone Bill,
16/01/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
18/01/2024,5.82,GBP,SPAR,Food & Drinks,Grocery,
19/01/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
20/01/2024,5.50,GBP,Bus,Transportation,Transport_Local,
20/01/2024,2.00,GBP,Primark,Other,Shopping,
20/01/2024,14.40,GBP,M&S,Food & Drinks,Take aways,
20/01/2024,10.00,GBP,George Hotel,Food & Drinks,Eating Out,
20/01/2024,21.00,GBP,Sainsbury,Food & Drinks,Grocery,
20/01/2024,5.31,GBP,Sainsbury,Housing,Household Product,
20/01/2024,8.54,GBP,Malik Brother,Food & Drinks,Grocery,
20/01/2024,28.85,GBP,Best Food,Food & Drinks,Grocery,
20/01/2024,5.49,GBP,SPAR,Food & Drinks,Grocery,
20/01/2024,1.99,GBP,SPAR,Food & Drinks,Grocery,
21/01/2024,22.14,GBP,KFC,Food & Drinks,Eating Out,
21/01/2024,39.00,GBP,Amazon,Other,Miscellaneous,
22/01/2024,1.50,GBP,Bus,Transportation,Transport_Local,
22/01/2024,3.28,GBP,SPAR,Food & Drinks,Grocery,
23/01/2024,6.53,GBP,SPAR,Food & Drinks,Grocery,
24/01/2024,2.85,GBP,SPAR,Food & Drinks,Grocery,
25/01/2024,1.09,GBP,SPAR,Food & Drinks,Grocery,
26/01/2024,6.93,GBP,SPAR,Food & Drinks,Grocery,
26/01/2024,12.00,GBP,M&S,Personal care,Clothing(Other),
27/01/2024,5.50,GBP,Bus,Transportation,Transport_Local,
27/01/2024,23.60,GBP,Range,Other,Miscellaneous,
27/01/2024,22.48,GBP,Manzos,Food & Drinks,Eating Out,
27/01/2024,19.75,GBP,M&S,Food & Drinks,Take aways,
27/01/2024,13.37,GBP,Exotic,Food & Drinks,Grocery,
27/01/2024,2.50,GBP,Tesco,Personal care,Miscellaneous,
27/01/2024,7.59,GBP,Tesco,Housing,Household Product,
27/01/2024,33.20,GBP,Tesco,Food & Drinks,Grocery,
28/01/2024,100.00,GBP,Madhu,Allowance,Allowance_spouse,
29/01/2024,115.98,GBP,Octopus,Utility,Gas & Electricity,
29/01/2024,53.08,GBP,Amazon,Personal care,Miscellaneous,
31/01/2024,160.00,GBP,Saving,Saving,Saving,
01/02/2024,8.04,GBP,Tariq Halal,Food & Drinks,Grocery,
01/02/2024,2.58,GBP,SPAR,Food & Drinks,Grocery,
01/02/2024,4.43,GBP,SPAR,Food & Drinks,Grocery,
01/02/2024,40.00,GBP,Thames Water,Utility,Water,
02/02/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/02/2024,8.99,GBP,Prime,Entertainment,Subscription,
02/02/2024,9.00,GBP,EE,Utility,Phone Bill,
02/02/2024,4.99,GBP,Prime Movie,Entertainment,Subscription,
03/02/2024,5.50,GBP,Bus,Transportation,Transport_Local,
03/02/2024,19.94,GBP,Tariq Halal,Food & Drinks,Grocery,
03/02/2024,37.49,GBP,Tesco,Food & Drinks,Grocery,
03/02/2024,21.89,GBP,Exotic,Food & Drinks,Grocery,
03/02/2024,34.60,GBP,Palmyra,Food & Drinks,Eating Out,
03/02/2024,19.04,GBP,Boots,Personal care,Miscellaneous,
03/02/2024,5.89,GBP,SPAR,Food & Drinks,Grocery,
04/02/2024,40.00,GBP,Maa,Allowance,Allowance_Parent,
05/02/2024,2.00,GBP,Bus,Transportation,Transport_Local,
05/02/2024,2.00,GBP,SPAR,Housing,Household Product,
05/02/2024,3.17,GBP,SPAR,Food & Drinks,Grocery,
06/02/2024,1200.00,GBP,Rent,Housing,Rent,
06/02/2024,5.00,GBP,Lyca,Utility,Phone Bill,
06/02/2024,15.60,GBP,Postman,Other,Miscellaneous,
06/02/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
08/02/2024,3.80,GBP,Amazon,Other,Miscellaneous,
08/02/2024,2.00,GBP,Bus,Transportation,Transport_Local,
08/02/2024,2.00,GBP,SPAR,Housing,Household Product,
08/02/2024,5.12,GBP,SPAR,Food & Drinks,Grocery,
08/02/2024,8.99,GBP,Hoichoi,Entertainment,Subscription,
09/02/2024,21.00,GBP,Sky Digital,Utility,TV & Broadband,
10/02/2024,31.03,GBP,Exotic,Food & Drinks,Grocery,
10/02/2024,2.00,GBP,Bus,Transportation,Transport_Local,
10/02/2024,9.37,GBP,Tariq Halal,Food & Drinks,Grocery,
10/02/2024,11.00,GBP,Tesco,Other,Shopping,
10/02/2024,31.92,GBP,Tesco,Food & Drinks,Grocery,
10/02/2024,1.89,GBP,SPAR,Food & Drinks,Grocery,
10/02/2024,9.99,GBP,Amees kitchen,Food & Drinks,Grocery,
12/02/2024,2.47,GBP,SPAR,Food & Drinks,Grocery,
12/02/2024,5.97,GBP,SPAR,Food & Drinks,Grocery,
14/02/2024,6.87,GBP,SPAR,Food & Drinks,Grocery,
14/02/2024,22.00,GBP,Sky tv,Utility,TV & Broadband,
15/02/2024,5.00,GBP,Lyca,Utility,Phone Bill,
15/02/2024,167.00,GBP,Council tax ,Housing,Council tax,
15/02/2024,13.25,GBP,TV license ,Entertainment,Subscription,
15/02/2024,3.40,GBP,Bus,Transportation,Transport_Office,
15/02/2024,5.00,GBP,Food at office,Food & Drinks,Take aways,
